scenario,period,mean_theta,attention_share,offline_social_capital,mean_fitness,subjective_satisfaction,entropy
slow_culture_benchmark,0,0.35006946695581853,0.35006946695581853,0.6499305330441815,1.679604754287402,0.5368883666060529,0.79576731712824
slow_culture_benchmark,1,0.33976997016443794,0.33976997016443794,0.6602300298355621,1.6970142119827394,0.5406689808889394,0.7944106826075474
slow_culture_benchmark,2,0.3296704974270712,0.3296704974270712,0.6703295025729288,1.7141752422481062,0.5446730911073578,0.7930205685983287
slow_culture_benchmark,3,0.3197693606757367,0.3197693606757367,0.6802306393242633,1.731084563026357,0.5488932358759492,0.7915916091673652
slow_culture_benchmark,4,0.3100651822279016,0.3100651822279016,0.6899348177720984,1.7477385791518434,0.5533218703012155,0.7901175384680411
slow_culture_benchmark,5,0.3005569242847644,0.3005569242847644,0.6994430757152357,1.7641333134217225,0.5579512151820983,0.7885911043309566
slow_culture_benchmark,6,0.2912439185914643,0.2912439185914643,0.7087560814085356,1.7802643378869707,0.5627731069700118,0.7870040108401671
slow_culture_benchmark,7,0.2821258937437651,0.2821258937437651,0.7178741062562348,1.796126710056251,0.5677788519904666,0.785346901286682
slow_culture_benchmark,8,0.2732029972150122,0.2732029972150122,0.7267970027849878,1.8117149194890076,0.5729590894596218,0.7836093915529633
slow_culture_benchmark,9,0.2644758089870703,0.2644758089870703,0.7355241910129298,1.827022850634466,0.5783036686203067,0.781780161533419
slow_culture_benchmark,10,0.25594534374643446,0.25594534374643446,0.7440546562535655,1.842043767659151,0.583801545773999,0.7798471087766423
slow_culture_benchmark,11,0.2476130389730134,0.2476130389730134,0.7523869610269867,1.8567703263520927,0.5894407070170202,0.7777975643996139
slow_culture_benchmark,12,0.23948072689563957,0.23948072689563957,0.7605192731043604,1.8711946170145017,0.5952081220504732,0.775618566817524
slow_culture_benchmark,13,0.23155058917586216,0.23155058917586216,0.7684494108241379,1.8853082405972723,0.6010897335141729,0.773297184357271
slow_culture_benchmark,14,0.22382509424293004,0.22382509424293004,0.7761749057570699,1.8991024183664988,0.6070704849310652,0.7708208737943657
slow_culture_benchmark,15,0.21630691834950586,0.21630691834950586,0.7836930816504941,1.9125681332173086,0.6131343886229537,0.7681778586566972
slow_culture_benchmark,16,0.20899885254884665,0.20899885254884665,0.7910011474511534,1.9256962986080033,0.6192646329943053,0.7653575090842145
slow_culture_benchmark,17,0.20190369880811143,0.20190369880811143,0.7980963011918886,1.938477949142213,0.625443726531844,0.7623507043202736
slow_culture_benchmark,18,0.19502415927765177,0.19502415927765177,0.8049758407223482,1.9509044452617812,0.631653673901034,0.7591501596042207
slow_culture_benchmark,19,0.18836272326179482,0.18836272326179482,0.8116372767382052,1.9629676834655472,0.6378761777998052,0.7557507012621614
slow_culture_benchmark,20,0.18192155664025553,0.18192155664025553,0.8180784433597444,1.9746603030249226,0.6440928588961463,0.7521494769514618
slow_culture_benchmark,21,0.17570239836078483,0.17570239836078483,0.8242976016392152,1.9859758803514163,0.6502854853330208,0.7483460919997765
slow_culture_benchmark,22,0.1697064681850654,0.1697064681850654,0.8302935318149346,1.99690910294815,0.656436202986741,0.7443426672227176
slow_culture_benchmark,23,0.1639343891713852,0.1639343891713852,0.8360656108286149,2.0074559161568706,0.6625277579163857,0.7401438181170514
slow_culture_benchmark,24,0.15838612749023664,0.15838612749023664,0.8416138725097634,2.017613637563241,0.6685437031950859,0.7357565595433833
slow_culture_benchmark,25,0.153060951175199,0.153060951175199,0.846939048824801,2.0273810357918816,0.6744685834805848,0.7311901436288619
slow_culture_benchmark,26,0.1479574083955293,0.1479574083955293,0.8520425916044707,2.036758372349337,0.6802880921452416,0.7264558414178519
slow_culture_benchmark,27,0.14307332487594526,0.14307332487594526,0.8569266751240547,2.0457474070102646,0.6859891974135651,0.72156668065685
slow_culture_benchmark,28,0.13840581924621356,0.13840581924621356,0.8615941807537865,2.054351368867576,0.6915602356182886,0.7165371529970974
slow_culture_benchmark,29,0.13395133442307286,0.13395133442307286,0.8660486655769272,2.06257489649286,0.6969909712673118,0.7113829038981304
slow_culture_benchmark,30,0.12970568263449986,0.12970568263449986,0.8702943173655001,2.070423951628513,0.7022726250197094,0.706120417747546
slow_culture_benchmark,31,0.12566410139712425,0.12566410139712425,0.8743358986028757,2.077905711443107,0.7073978718335875,0.7007667093481993
slow_culture_benchmark,32,0.12182131764127556,0.12182131764127556,0.8781786823587244,2.0850284446432616,0.7123608124352868,0.6953390311535923
slow_culture_benchmark,33,0.11817161722205323,0.11817161722205323,0.8818283827779467,2.0918013766891086,0.7171569218588978,0.689854603641984
slow_culture_benchmark,34,0.11470891722852805,0.11470891722852805,0.885291082771472,2.0982345490622745,0.7217829791306032,0.6843303741769772
slow_culture_benchmark,35,0.11142683877278022,0.11142683877278022,0.8885731612272197,2.104338677048577,0.7262369822543301,0.6787828077442117
slow_culture_benchmark,36,0.10831877827213858,0.10831877827213858,0.8916812217278615,2.1101250098860596,0.7305180525346368,0.6732277111823157
slow_culture_benchmark,37,0.10537797560077788,0.10537797560077788,0.8946220243992221,2.115605196451681,0.7346263319958923,0.6676800910078158
slow_culture_benchmark,38,0.10259757785449808,0.10259757785449808,0.8974024221455019,2.1207911589671995,0.7385628772699795,0.662154043702135
slow_culture_benchmark,39,0.09997069782441032,0.09997069782441032,0.9000293021755896,2.1256949765368587,0.7423295528710586,0.6566626763907857
slow_culture_benchmark,40,0.09749046659650816,0.09749046659650816,0.9025095334034918,2.130328779715477,0.7459289262926017,0.6512180551862179
slow_culture_benchmark,41,0.09515007997525377,0.09515007997525377,0.9048499200247462,2.134704656764632,0.7493641668792419,0.6458311780580499
slow_culture_benchmark,42,0.09294283866556866,0.09294283866556866,0.9070571613344314,2.1388345717968456,0.7526389499669117,0.6405119689006161
slow_culture_benchmark,43,0.0908621823379884,0.0908621823379884,0.9091378176620116,2.14273029463578,0.7557573673652108,0.6352692894475134
slow_culture_benchmark,44,0.08890171784804156,0.08890171784804156,0.9110982821519584,2.146403341931815,0.758723844885755,0.6301109657958655
slow_culture_benchmark,45,0.08705524198691451,0.08705524198691451,0.9129447580130855,2.1498649288603264,0.7615430673040536,0.6250438265121199
slow_culture_benchmark,46,0.08531675921109455,0.08531675921109455,0.9146832407889054,2.1531259305856767,0.7642199108809098,0.6200737495635253
slow_culture_benchmark,47,0.08368049483940929,0.08368049483940929,0.9163195051605907,2.1561968525872697,0.76675938336014,0.6152057156276244
slow_culture_benchmark,48,0.08214090422222808,0.08214090422222808,0.9178590957777719,2.1590878089046495,0.7691665711983364,0.6104438656541608
slow_culture_benchmark,49,0.08069267838480176,0.08069267838480176,0.9193073216151982,2.161808507356755,0.7714465936639956,0.6057915608730364
slow_culture_benchmark,50,0.07933074662954509,0.07933074662954509,0.9206692533704549,2.164368240816998,0.7736045633616909,0.6012514437463264
slow_culture_benchmark,51,0.0780502765546456,0.0780502765546456,0.9219497234453544,2.1667758836729267,0.7756455526860169,0.596825498643781
slow_culture_benchmark,52,0.07684667191219911,0.07684667191219911,0.9231533280878009,2.1690398926602423,0.7775745656840843,0.5925151112749585
slow_culture_benchmark,53,0.07571556869096113,0.07571556869096113,0.9242844313090388,2.1711683113302356,0.7793965147991021,0.5883211261348471
slow_culture_benchmark,54,0.07465282976900592,0.07465282976900592,0.9253471702309941,2.1731687774830974,0.7811162019764285,0.5842439014132564
slow_culture_benchmark,55,0.073654538441804,0.073654538441804,0.926345461558196,2.1750485329735314,0.7827383036333839,0.5802833609823866
slow_culture_benchmark,56,0.0727169910927118,0.0727169910927118,0.9272830089072882,2.1768144353673016,0.7842673590217717,0.5764390432137857
slow_culture_benchmark,57,0.07183668923647667,0.07183668923647667,0.9281633107635233,2.17847297099595,0.7857077615446897,0.572710146487846
slow_culture_benchmark,58,0.07101033113265201,0.07101033113265201,0.928989668867348,2.1800302690208295,0.7870637526246662,0.5690955713488484
slow_culture_benchmark,59,0.07023480313510069,0.07023480313510069,0.9297651968648993,2.1814921161761234,0.7883394177567254,0.5655939593291472
slow_culture_benchmark,60,0.06950717091616349,0.06950717091616349,0.9304928290838366,2.1828639719133447,0.7895386844163772,0.5622037285201665
slow_culture_benchmark,61,0.0688246706795736,0.0688246706795736,0.9311753293204263,2.1841509837169104,0.7906653215278378,0.5589231060080114
slow_culture_benchmark,62,0.06818470045469283,0.06818470045469283,0.9318152995453072,2.1853580024019212,0.7917229402313306,0.5557501573200613
slow_culture_benchmark,63,0.06758481154595966,0.06758481154595966,0.9324151884540404,2.1864895972415335,0.792714995719702,0.5526828130479885
slow_culture_benchmark,64,0.06702270019535334,0.06702270019535334,0.9329772998046466,2.1875500708026556,0.7936447899435449,0.5497188928240883
slow_culture_benchmark,65,0.06649619950195947,0.06649619950195947,0.9335038004980405,2.188543473395593,0.7945154750104622,0.5468561268331883
slow_culture_benchmark,66,0.06600327163112442,0.06600327163112442,0.9339967283688756,2.1894736170660978,0.7953300571280026,0.5440921750430864
slow_culture_benchmark,67,0.06554200033597087,0.06554200033597087,0.9344579996640291,2.190344089077536,0.7960914009612323,0.5414246443335563
