scenario,period,mean_theta,attention_share,offline_social_capital,mean_fitness,subjective_satisfaction,entropy
I1_reproduce_selection_only,45,0.042358106002574045,0.042358106002574045,0.9576418939974259,2.655632386394847,0.8625999024379393,0.5321686096213886
I1_reproduce_selection_only,46,0.04065236618852258,0.04065236618852258,0.9593476338114775,2.6603020963137904,0.8666679372139973,0.5243521240097252
I1_reproduce_selection_only,47,0.039042756771988554,0.039042756771988554,0.9609572432280115,2.664712982745827,0.8705687850859396,0.5166776235217382
I1_reproduce_selection_only,48,0.037522818143231836,0.037522818143231836,0.9624771818567681,2.668882065677027,0.8743101400744078,0.5091460759623134
I1_reproduce_selection_only,49,0.036086542728252846,0.036086542728252846,0.9639134572717472,2.6728252148202905,0.8778994453731748,0.5017577480542785
I1_reproduce_selection_only,50,0.034728348434507214,0.034728348434507214,0.9652716515654928,2.6765572113387996,0.8813438741350642,0.4945123076118371
I1_reproduce_selection_only,51,0.033443052183099134,0.033443052183099134,0.9665569478169008,2.680091810640323,0.8846503170097327,0.48740891479698994
I1_reproduce_selection_only,52,0.03222584392819891,0.03222584392819891,0.9677741560718011,2.68344180500888,0.8878253752149252,0.4804463031298628
I1_reproduce_selection_only,53,0.031072261460085203,0.031072261460085203,0.9689277385399148,2.6866190851348275,0.8908753580901284,0.4736228510063
I1_reproduce_selection_only,54,0.02997816620296716,0.02997816620296716,0.9700218337970329,2.689634699847686,0.89380628423433,0.4669366445137588
I1_reproduce_selection_only,55,0.0289397201500214,0.0289397201500214,0.9710602798499786,2.6924989135544304,0.8966238854667262,0.46038553234124147
I1_reproduce_selection_only,56,0.027953364023432535,0.027953364023432535,0.9720466359765675,2.6952212610457944,0.8993336129706249,0.45396717356018657
I1_reproduce_selection_only,57,0.027015796704404463,0.027015796704404463,0.9729842032955955,2.6978105994602277,0.9019406450870093,0.4476790790183697
I1_reproduce_selection_only,58,0.026123955945101696,0.026123955945101696,0.9738760440548984,2.700275157294871,0.9044498963162634,0.44151864704371263
I1_reproduce_selection_only,59,0.02527500034952599,0.02527500034952599,0.974724999650474,2.7026225804298796,0.9068660271655872,0.4354831941038379
I1_reproduce_selection_only,60,0.024466292591918255,0.024466292591918255,0.9755337074080818,2.704859975190836,0.9091934545470033,0.42956998101348337
I1_reproduce_selection_only,61,0.023695383828113536,0.023695383828113536,0.9763046161718865,2.706993948517242,0.9114363624878672,0.42377623522786434
I1_reproduce_selection_only,62,0.02295999924628968,0.02295999924628968,0.9770400007537103,2.7090306453362336,0.9135987129637501,0.41809916970737543
