scenario,period,policy,exposure,mean_theta,offline_social_capital,mean_fitness,local_subjective_value,initial_preference_value,entropy,predictability,platform_value,autonomy_loss
no_platform_selection_benchmark,66,fixed,0.0,0.016604479766024766,0.9833955202339753,2.949532887777665,-0.07342787693958609,-3.447136107914544,0.38073537755583653,0.6192646224441635,0.14045740425485748,1.6326196382634587e-08
no_platform_selection_benchmark,67,fixed,0.0,0.016113712408771536,0.9838862875912284,2.951142328769505,-0.07158998168449493,-3.4950755731762047,0.37571437166467997,0.62428562833532,0.14097083807583555,1.5520099944179058e-08
no_platform_selection_benchmark,68,fixed,0.0,0.015643192652532105,0.9843568073474679,2.9526856685047886,-0.06981578927343396,-3.5425361779838997,0.3707823236427766,0.6292176763572235,0.14148672792397682,1.4764242775932125e-08
no_platform_selection_benchmark,69,fixed,0.0,0.015191832437356556,0.9848081675626434,2.9541664394500033,-0.06810238057187153,-3.5895155468484514,0.36593713196946787,0.6340628680305321,0.14200440604346298,1.4054892758786844e-08
no_platform_selection_benchmark,70,fixed,0.0,0.014758614861372416,0.9852413851386276,2.955587944577874,-0.06644700128837783,-3.63601176298462,0.36117674586606224,0.6388232541339378,0.14252326568815998,1.3388636148306787e-08
no_platform_selection_benchmark,71,fixed,0.0,0.014342588844433443,0.9856574111555666,2.9569532744364215,-0.06484705140907517,-3.682023334383363,0.3564991662213419,0.6435008337786581,0.14304275560016505,1.2762347259727779e-08
no_platform_selection_benchmark,72,fixed,0.0,0.013942864230138718,0.9860571357698613,2.9582653228311564,-0.06330007534232317,-3.72754916273766,0.35190244609422144,0.6480975539057785,0.14356237501129443,1.2173161303152469e-08
no_platform_selection_benchmark,73,fixed,0.0,0.013558607288390633,0.9864413927116094,2.9595268012381863,-0.06180375272912723,-3.772588514953536,0.3473846908606962,0.6526153091393039,0.14408166911625142,1.1618450018370548e-08
no_platform_selection_benchmark,74,fixed,0.0,0.013189036583912649,0.9868109634160873,2.9607402520561505,-0.06035588987644671,-3.8171409970034635,0.34294405806317263,0.6570559419368274,0.14460022497127814,1.1095799799801822e-08
no_platform_selection_benchmark,75,fixed,0.0,0.01283341917914937,0.9871665808208506,2.9619080607957695,-0.058954411772471974,-3.8612065299026352,0.3385787570123637,0.6614212429876363,0.14511766777667665,1.060299203815051e-08
no_platform_selection_benchmark,76,fixed,0.0,0.012491067142733762,0.9875089328572663,2.9630324672973485,-0.057597354644955745,-3.9047853276098294,0.3342870481850261,0.6657129518149739,0.14563365750572854,1.0137985437084729e-08
no_platform_selection_benchmark,77,fixed,0.0,0.012161334337241762,0.9878386656627582,2.9641155760587945,-0.05628285902576556,-3.9478778766737936,0.33006724245480046,0.6699327575451995,0.14614788584628166,9.698900091154074e-09
no_platform_selection_benchmark,78,fixed,0.0,0.011843613462277199,0.9881563865377228,2.965159365749538,-0.05500916328692207,-3.9904849174635593,0.3259177001881691,0.6740822998118309,0.14666007342464338,9.284003135699808e-09
no_platform_selection_benchmark,79,fixed,0.0,0.011537333331053761,0.9884626666689462,2.9661656979791995,-0.05377459761546791,-4.032607426836856,0.3218368302329899,0.6781631697670101,0.14716996728445578,8.891695801111198e-09
no_platform_selection_benchmark,80,fixed,0.0,0.01124195636058017,0.9887580436394199,2.9671363253838168,-0.05257757839654708,-4.074246602115078,0.31782308882310006,0.6821769111768999,0.14767733859596016,8.52050172280064e-09
no_platform_selection_benchmark,81,fixed,0.0,0.01095697625732348,0.9890430237426765,2.9680728990869545,-0.05141660297604557,-4.115403846246124,0.3138749784190447,0.6861250215809553,0.14818198057351456,8.16905637502596e-09
no_platform_selection_benchmark,82,fixed,0.0,0.010681915881837235,0.9893180841181628,2.968976975587997,-0.05029024477603869,-4.156080754048073,0.3099910465020034,0.6900089534979966,0.14868370658143656,7.836097511460292e-09
no_platform_selection_benchmark,83,fixed,0.0,0.010416325277308555,0.9895836747226915,2.9698500231253266,-0.04919714873809724,-4.196279099437107,0.30616988433540127,0.6938301156645987,0.14918234841022832,7.520456508440356e-09
no_platform_selection_benchmark,84,fixed,0.0,0.010159779848313568,0.9898402201516864,2.9706934275579333,-0.04813602707122152,-4.236000823552578,0.30241012570645676,0.6975898742935432,0.14967775470702221,7.221050518326658e-09
no_platform_selection_benchmark,85,fixed,0.0,0.009911878677284939,0.9900881213227151,2.971508497805172,-0.047105655282793535,-4.275248023700569,0.29871044565798466,0.7012895543420153,0.15016978954568802,6.93687535056955e-09
no_platform_selection_benchmark,86,fixed,0.0,0.009672242967299339,0.9903277570327007,2.9722964708809156,-0.046104868472464686,-4.314022943044999,0.29506955921910133,0.7049304407808987,0.1506583311234791,6.666999007057839e-09
no_platform_selection_benchmark,87,fixed,0.0,0.009440514600796436,0.9905594853992036,2.973058516555217,-0.04513255787032977,-4.352327960982189,0.2914862201420406,0.7085137798579594,0.1511432705723883,6.410555806272432e-09
no_platform_selection_benchmark,88,fixed,0.0,0.00921635480475288,0.9907836451952471,2.9737957416736784,-0.04418766760207941,-4.390165584141031,0.2879592196510474,0.7120407803489526,0.1516245108745434,6.166741037802902e-09
no_platform_selection_benchmark,89,fixed,0.0,0.008999442913663882,0.9910005570863362,2.9745091941621418,-0.04326919166507618,-4.427538437956461,0.28448738520824834,0.7155126147917517,0.15210196587201422,5.9348060950185654e-09
no_platform_selection_benchmark,90,fixed,0.0,0.008789475222438121,0.9912105247775619,2.975199866741919,-0.04237617110046801,-4.464449258768973,0.28106957930048293,0.7189304206995171,0.15257555936234155,5.714054039213106e-09
no_platform_selection_benchmark,91,fixed,0.0,0.008586163921996558,0.9914138360780035,2.97586870037861,-0.04150769134753971,-4.500900886407448,0.2777046982502911,0.7222953017497089,0.15304522427193837,5.503835553447713e-09
no_platform_selection_benchmark,92,fixed,0.0,0.008389236110987963,0.991610763889012,2.976516587485599,-0.04066287976751377,-4.5368962572166165,0.27439167105358037,0.7256083289464197,0.15351090190027192,5.303545248675006e-09
no_platform_selection_benchmark,93,fixed,0.0,0.008198432877599906,0.9918015671224001,2.9771443749014943,-0.039840903324950376,-4.57243839749413,0.2711294582459232,0.7288705417540768,0.15397254122841528,5.112618288599241e-09
no_platform_selection_benchmark,94,fixed,0.0,0.00801350844595854,0.9919864915540415,2.977752866659179,-0.039040966415766425,-4.60753041730556,0.26791705079894373,0.7320829492010563,0.15443009828616983,4.930527303174741e-09
no_platform_selection_benchmark,95,fixed,0.0,0.00783422938207857,0.9921657706179214,2.978342826562624,-0.038262308831700065,-4.6421755046485425,0.26475346904783603,0.735246530952164,0.15488353557251136,4.756779563712899e-09
no_platform_selection_benchmark,96,fixed,0.0,0.007660373854750809,0.9923396261452492,2.978914980586266,-0.03750420385179437,-4.676376919940031,0.26163776165070624,0.7383622383492938,0.15533282152460956,4.590914395302673e-09
no_platform_selection_benchmark,97,fixed,0.0,0.007491730947142384,0.9925082690528576,2.9794700191105257,-0.03676595645216508,-4.710137990802959,0.25856900458013343,0.7414309954198666,0.1557779300311157,4.432500804688902e-09
no_platform_selection_benchmark,98,fixed,0.0,0.007328100015237762,0.9926718999847622,2.9800085990058984,-0.03604690162595723,-4.74346210713082,0.2555463001470942,0.7444536998529059,0.15621883998581895,4.281135303929882e-09
no_platform_selection_benchmark,99,fixed,0.0,0.0071692900895703685,0.9928307099104297,2.980531345577045,-0.03534640280598742,-4.7763527164106465,0.25256877605718575,0.7474312239428142,0.15665553487813322,4.136439912101217e-09
no_platform_selection_benchmark,100,fixed,0.0,0.0070151193169877175,0.9929848806830123,2.9810388543773523,-0.03466385038311546,-4.808813319286562,0.24963558449891105,0.7503644155010889,0.15708800241720552,3.998060319052292e-09
fixed_high_exposure,0,fixed,0.0,0.3500728274285519,0.6499271725714482,1.9329884140833233,-0.6247812548224873,-0.6726966443783917,0.8060544026062146,0.19394559739378536,0.38886194690730896,0.0
fixed_high_exposure,1,fixed,0.8,0.38721699799718007,0.61278300200282,1.8295140216738293,-0.649654036554482,-0.6684358258190776,0.7857518065811677,0.21424819341883228,0.30206663668094647,0.0027194622080052694
fixed_high_exposure,2,fixed,0.8,0.42314099987587495,0.576859000124125,1.7324172022879383,-0.6669783612739518,-0.672703834842821,0.7656530609021869,0.23434693909781312,0.34201038769543757,0.002375056792362425
fixed_high_exposure,3,fixed,0.8,0.45766302966542466,0.5423369703345753,1.6419640870995675,-0.6778964969214619,-0.6827869995800973,0.7456886048531184,0.2543113951468816,0.38052530869480095,0.0020667167420714764
fixed_high_exposure,4,fixed,0.8,0.49066083706974034,0.5093391629302597,1.5581881070626413,-0.6833470416158963,-0.6974368086124848,0.7258503822237493,0.2741496177762507,0.41749076062499046,0.001792498851970648
fixed_high_exposure,5,fixed,0.8,0.5220583268652954,0.4779416731347046,1.4809573345447515,-0.684145166161576,-0.7157921222639702,0.7061415521598396,0.29385844784016035,0.45283001643332743,0.0015500407255779264
fixed_high_exposure,6,fixed,0.8,0.5518155469179366,0.44818445308206345,1.4100263217962181,-0.6810117719563441,-0.7372057008650856,0.6865236510796979,0.3134763489203021,0.4865108167019969,0.0013367604036497174
fixed_high_exposure,7,fixed,0.8,0.5799208286435951,0.42007917135640493,1.345075875101998,-0.6745883892548777,-0.761164509822969,0.6670292113641534,0.3329707886358466,0.5185149863707644,0.001150001759381847
fixed_high_exposure,8,fixed,0.8,0.6063846764914861,0.3936153235085139,1.2857428112814318,-0.6654465503178519,-0.7872464328968444,0.6476485324487133,0.35235146755128666,0.5488549700017434,0.0009871358750910251
fixed_high_exposure,9,fixed,0.8,0.6312352256940862,0.3687647743059138,1.231642003893108,-0.6540932065197811,-0.8150958932356472,0.6283867589911318,0.37161324100886817,0.5775578738958598,0.0008456256536301955
fixed_high_exposure,10,fixed,0.8,0.6545137781093672,0.3454862218906328,1.1823835912995266,-0.6409764200866833,-0.8444064965051798,0.609406897441908,0.390593102558092,0.6046323986209856,0.0007230789163245278
fixed_high_exposure,11,fixed,0.8,0.6762709877865652,0.32372901221343475,1.137584448062456,-0.6264924526515704,-0.8749064512186099,0.5906525151613602,0.4093474848386398,0.6301404847542932,0.0006172800662846804
fixed_high_exposure,12,fixed,0.8,0.6965649371039615,0.3034350628960385,1.096873942923405,-0.6109904932414123,-0.9063510158838688,0.5720634958750985,0.4279365041249015,0.6541522379289418,0.0005261952517575972
fixed_high_exposure,13,fixed,0.8,0.7154605447340836,0.2845394552659164,1.0598972214197824,-0.5947728260503117,-0.9385236640943675,0.5537738969471276,0.44622610305287236,0.6767057653446581,0.0004479634388597323
fixed_high_exposure,14,fixed,0.8,0.7330276096972557,0.26697239030274433,1.026320438020345,-0.5780951694169972,-0.9712377019080013,0.5358075297513544,0.46419247024864563,0.6978661037469848,0.00038090327455983015
fixed_high_exposure,15,fixed,0.8,0.7493365117965008,0.25066348820349915,0.9958369588067038,-0.5611742182968882,-1.0043267564079186,0.5183413893668127,0.48165861063318727,0.7176682339231383,0.00032353222628862506
fixed_high_exposure,16,fixed,0.8,0.7644549649985511,0.23554503500144885,0.9681686958062634,-0.544198997849003,-1.0376287382402758,0.5016118909981454,0.4983881090018546,0.736132586798922,0.00027455980175417906
fixed_high_exposure,17,fixed,0.8,0.7784486908045483,0.22155130919545174,0.9430610879278714,-0.5273361957525949,-1.0709794233191292,0.48584254902448243,0.5141574509755176,0.7532801809996518,0.00023284924491700438
fixed_high_exposure,18,fixed,0.8,0.7913841914849676,0.20861580851503236,0.9202768199064126,-0.5107276828431734,-1.1042201712441329,0.4709237524301375,0.5290762475698625,0.7691994409989401,0.00019738258228505217
fixed_high_exposure,19,fixed,0.8,0.8033302566781743,0.19666974332182574,0.8995933072878054,-0.4944857772097916,-1.1372116960454974,0.4563089927374412,0.5436910072625588,0.784068458130686,0.00016724919982714968
fixed_high_exposure,20,fixed,0.8,0.8143565160629644,0.18564348393703556,0.8808043499556222,-0.4786937217590737,-1.16984066705702,0.4415253371897403,0.5584746628102597,0.7980514486250164,0.0001416527446347583
fixed_high_exposure,21,fixed,0.8,0.8245308505411437,0.17546914945885628,0.8637228056605399,-0.46340972442464556,-1.2020205219874,0.4264415170358352,0.5735584829641648,0.8112425471339767,0.00011991128244003429
fixed_high_exposure,22,fixed,0.8,0.8339168424631426,0.16608315753685743,0.8481826148051531,-0.4486729546298184,-1.2336868235710234,0.41140830256312627,0.5885916974368737,0.8236351819505173,0.00010145022796772319
fixed_high_exposure,23,fixed,0.8,0.8425717888484823,0.15742821115151773,0.8340392317927422,-0.434511420547036,-1.2647845759000678,0.39721225288982587,0.6027877471101741,0.835129338270517,8.579132271291078e-05
fixed_high_exposure,24,fixed,0.8,0.8505461412662649,0.14945385873373507,0.821167502745466,-0.4209492881609579,-1.2952520665249976,0.3848145454504318,0.6151854545495682,0.8455832321761786,7.253563267598432e-05
fixed_high_exposure,25,fixed,0.8,0.8578848293595221,0.14211517064047785,0.809457250550859,-0.4080097756357077,-1.3250125386604232,0.3749400881071424,0.6250599118928576,0.8548968117380936,6.134250078610258e-05
fixed_high_exposure,26,fixed,0.8,0.8646296652569925,0.13537033474300753,0.7988084930508699,-0.39571256041172076,-1.3539801544908014,0.36776129305806937,0.6322387069419306,0.8630774066453786,5.1912070903725864e-05
fixed_high_exposure,27,fixed,0.8,0.8708212172571622,0.12917878274283778,0.7891283515315433,-0.3840695405546266,-1.3820728033267504,0.3629161418743136,0.6370838581256864,0.8702379888822995,4.397775875822653e-05
fixed_high_exposure,28,fixed,0.8,0.876499352389447,0.12350064761055302,0.7803300019701483,-0.37308304130632364,-1.4092205907942996,0.35976939395146024,0.6402306060485398,0.876545473599155,3.7305928136957206e-05
fixed_high_exposure,29,fixed,0.8,0.8817029335317232,0.11829706646827676,0.7723326473572998,-0.3627465637291694,-1.435368148927743,0.3576923536443731,0.642307646355627,0.8821644628028485,3.169563865552431e-05
fixed_high_exposure,30,fixed,0.8,0.8864693523512204,0.11353064764877963,0.7650616295679363,-0.35304641238501727,-1.460474255740435,0.3561924971200855,0.6438075028799145,0.8872308529272034,2.6976067550217597e-05
fixed_high_exposure,31,fixed,0.8,0.8908341624779835,0.10916583752201647,0.7584484041476646,-0.34396332828393594,-1.4845108300490528,0.3549176161676023,0.6450823838323977,0.8918506392444631,2.3002903468274075e-05
