beta,social_feedback,material_field,beta_j,critical_field,low_branch_at_zero,high_branch_at_zero,positive_shock_needed,shock_size,persistent_flip,material_loss_if_material_field_negative
2.0,0.8,-0.08,1.6,0.13354371278898247,-0.9281806366211451,0.8166241345600209,0.2135437127889825,0.35,True,True
