process,rho,continuous_speed,half_life
fast_preference_proxy,0.39803466931655074,0.9212161686558991,0.7524261993482834
slow_institution_proxy,0.7809221700469576,0.2472797883375113,2.80308870053654
population_proxy,0.7997073462655633,0.22350943540967852,3.101198744873794
